count,disease,ethnicity,gender,il,race,stateorcounty,year,yeartext
1,Legionellosis,NotHispNotLatino,Male,IL,Asian,S,2005,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2005,Year
2,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2005,Year
2,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2005,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2005,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2005,Year
2,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2005,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,BlackAfricanAmer,S,2005,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,BlackAfricanAmer,S,2005,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,BlackAfricanAmer,S,2005,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Other,S,2005,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Unknown,S,2005,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2005,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2005,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2005,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2005,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2005,Year
3,Legionellosis,NotHispNotLatino,Female,IL,White,S,2005,Year
10,Legionellosis,NotHispNotLatino,Female,IL,White,S,2005,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2005,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2005,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2005,Year
3,Legionellosis,NotHispNotLatino,Male,IL,White,S,2005,Year
3,Legionellosis,NotHispNotLatino,Male,IL,White,S,2005,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2005,Year
11,Legionellosis,NotHispNotLatino,Male,IL,White,S,2005,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2005,Year
2,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2005,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2005,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2005,Year
2,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2005,Year
2,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2005,Year
2,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2006,Year
3,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
2,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
4,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
2,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
4,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,Multiple Races,S,2006,Year
1,Legionellosis,Hispanic or Latino,Female,IL,Other,S,2006,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Unknown,S,2006,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Unknown,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,Unknown,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Unknown,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2006,Year
2,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2006,Year
1,Legionellosis,Hispanic or Latino,Female,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
4,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
17,Legionellosis,NotHispNotLatino,Female,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
3,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
6,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
9,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
4,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
25,Legionellosis,NotHispNotLatino,Male,IL,White,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2006,Year
2,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2006,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2006,Year
2,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2006,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2007,Year
3,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
3,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
4,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
5,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,BlackAfricanAmer,S,2007,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Other,S,2007,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Other,S,2007,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Unknown,S,2007,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Unknown,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Unknown,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2007,Year
3,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2007,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
5,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
10,Legionellosis,NotHispNotLatino,Female,IL,White,S,2007,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
4,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
4,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
21,Legionellosis,NotHispNotLatino,Male,IL,White,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2007,Year
3,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2007,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2007,Year
4,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2007,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Asian,S,2008,Year
3,Legionellosis,NotHispNotLatino,Male,IL,Asian,S,2008,Year
2,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2008,Year
2,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2008,Year
2,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2008,Year
3,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2008,Year
6,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2008,Year
2,Legionellosis,UnkwnNotClassified,Female,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,BlackAfricanAmer,S,2008,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Other,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Other,S,2008,Year
1,Legionellosis,Hispanic or Latino,Male,IL,Unknown,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Unknown,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2008,Year
3,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2008,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2008,Year
3,Legionellosis,NotHispNotLatino,Female,IL,White,S,2008,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2008,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2008,Year
5,Legionellosis,NotHispNotLatino,Female,IL,White,S,2008,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,Winnebago,White,C,2008,Year
1,Legionellosis,NotHispNotLatino,Male,Champaign,Unknown,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Champaign,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Champaign,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2009,Year
2,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2009,Year
3,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2009,Year
2,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2009,Year
3,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2009,Year
6,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2009,Year
3,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2009,Year
2,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Cook,Other,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Cook,Other,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,Unknown,C,2009,Year
2,Legionellosis,UnkwnNotClassified,Female,Cook,Unknown,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Cook,Unknown,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Cook,Unknown,C,2009,Year
1,Legionellosis,Hispanic or Latino,Male,Cook,White,C,2009,Year
1,Legionellosis,Hispanic or Latino,Male,Cook,White,C,2009,Year
1,Legionellosis,Hispanic or Latino,Male,Cook,White,C,2009,Year
1,Legionellosis,Hispanic or Latino,Male,Cook,White,C,2009,Year
3,Legionellosis,NotHispNotLatino,Female,Cook,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,White,C,2009,Year
5,Legionellosis,NotHispNotLatino,Female,Cook,White,C,2009,Year
2,Legionellosis,NotHispNotLatino,Male,Cook,White,C,2009,Year
4,Legionellosis,NotHispNotLatino,Male,Cook,White,C,2009,Year
2,Legionellosis,NotHispNotLatino,Male,Cook,White,C,2009,Year
2,Legionellosis,NotHispNotLatino,Male,Cook,White,C,2009,Year
6,Legionellosis,NotHispNotLatino,Male,Cook,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Dekalb,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Dupage,BlackAfricanAmer,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Dupage,BlackAfricanAmer,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Dupage,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Dupage,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Dupage,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Dupage,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Dupage,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Dupage,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Dupage,White,C,2009,Year
3,Legionellosis,NotHispNotLatino,Male,Dupage,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Dupage,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Kane,Unknown,C,2009,Year
2,Legionellosis,NotHispNotLatino,Male,Kane,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Kane,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Kankakee,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Kendall,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Lake,Asian,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Lake,White,C,2009,Year
2,Legionellosis,NotHispNotLatino,Female,Lake,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Lake,White,C,2009,Year
2,Legionellosis,NotHispNotLatino,Male,Lake,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Lake,White,C,2009,Year
6,Legionellosis,NotHispNotLatino,Male,Lake,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Lasalle,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Macon,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Macon,White,C,2009,Year
2,Legionellosis,NotHispNotLatino,Female,Madison,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Madison,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Mchenry,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Mchenry,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,St Clair,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Tazewell,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Female,Will,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Will,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Will,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Will,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Will,White,C,2009,Year
2,Legionellosis,UnkwnNotClassified,Male,Winnebago,Unknown,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Winnebago,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Winnebago,White,C,2009,Year
1,Legionellosis,NotHispNotLatino,Male,Winnebago,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Winnebago,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Winnebago,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,Winnebago,White,C,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,Champaign,Unknown,C,2010,Year
1,Legionellosis,NotHispNotLatino,Female,Champaign,White,C,2010,Year
1,Legionellosis,NotHispNotLatino,Male,Champaign,White,C,2010,Year
1,Legionellosis,NotHispNotLatino,Male,Champaign,White,C,2010,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,Asian,C,2010,Year
1,Legionellosis,Hispanic or Latino,Male,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2010,Year
2,Legionellosis,NotHispNotLatino,Female,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2010,Year
2,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2010,Year
1,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2010,Year
4,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2010,Year
2,Legionellosis,NotHispNotLatino,Male,Cook,BlackAfricanAmer,C,2010,Year
12,Legionellosis,NotHispNotLatino,Female,IL,White,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
2,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
5,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
11,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
6,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
5,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
14,Legionellosis,NotHispNotLatino,Male,IL,White,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2008,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2008,Year
2,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2008,Year
3,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2008,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Asian,S,2009,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2009,Year
2,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2009,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2009,Year
3,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2009,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2009,Year
2,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2009,Year
4,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2009,Year
6,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2009,Year
1,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2009,Year
3,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2009,Year
2,Legionellosis,NotHispNotLatino,Male,IL,BlackAfricanAmer,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,BlackAfricanAmer,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Other,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Other,S,2009,Year
1,Legionellosis,NotHispNotLatino,Female,IL,Unknown,S,2009,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Unknown,S,2009,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Unknown,S,2009,Year
2,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,Unknown,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2009,Year
5,Legionellosis,UnkwnNotClassified,Male,IL,Unknown,S,2009,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2009,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2009,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2009,Year
1,Legionellosis,Hispanic or Latino,Male,IL,White,S,2009,Year
3,Legionellosis,NotHispNotLatino,Female,IL,White,S,2009,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2009,Year
5,Legionellosis,NotHispNotLatino,Female,IL,White,S,2009,Year
1,Legionellosis,NotHispNotLatino,Female,IL,White,S,2009,Year
2,Legionellosis,NotHispNotLatino,Female,IL,White,S,2009,Year
13,Legionellosis,NotHispNotLatino,Female,IL,White,S,2009,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
1,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
4,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
3,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
7,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
7,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
9,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
3,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
16,Legionellosis,NotHispNotLatino,Male,IL,White,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2009,Year
2,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2009,Year
3,Legionellosis,UnkwnNotClassified,Female,IL,White,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2009,Year
1,Legionellosis,UnkwnNotClassified,Male,IL,White,S,2009,Year
1,Legionellosis,NotHispNotLatino,Female,IL,Asian,S,2010,Year
1,Legionellosis,NotHispNotLatino,Male,IL,Asian,S,2010,Year
1,Legionellosis,Hispanic or Latino,Male,IL,BlackAfricanAmer,S,2010,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2010,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2010,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2010,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2010,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2010,Year
1,Legionellosis,NotHispNotLatino,Female,IL,BlackAfricanAmer,S,2010,Year
